,index,Param Pair,Avg Accuracy,Standard Dev,Training Time
74,310,"(2, 1.0, 0.1)",0.7654732742081152,0.0032640384369899134,0.0032640384369899134
75,390,"(2, 1.8, 0.1)",0.7654653259455687,0.0035388112284852127,0.0035388112284852127
76,500,"(3, 0.8, 0.1)",0.7654046859527686,0.001954704632923174,0.001954704632923174
77,460,"(3, 0.4, 0.1)",0.7650476809233993,0.003892718252994515,0.003892718252994515
78,620,"(3, 2.0, 0.1)",0.7649708479294717,0.008458335280703886,0.008458335280703886
79,610,"(3, 1.9000000000000001, 0.1)",0.7649696362933295,0.008772990600385059,0.008772990600385059
80,3,"(1, 0.0, 0.4)",0.7647504173073633,0.009328521515885663,0.009328521515885663
81,23,"(1, 0.2, 0.4)",0.7647433276228541,0.00932379696846853,0.00932379696846853
82,13,"(1, 0.1, 0.4)",0.7647433276228541,0.00932379696846853,0.00932379696846853
83,83,"(1, 0.8, 0.4)",0.7642190155229468,0.008443380345168176,0.008443380345168176
84,93,"(1, 0.9, 0.4)",0.7642157131221013,0.008439750493437058,0.008439750493437058
85,153,"(1, 1.5, 0.4)",0.7642148839186442,0.008434657861071535,0.008434657861071535
